Chương,Câu số,Nội dung Câu hỏi,Lựa chọn A,Lựa chọn B,Lựa chọn C,Lựa chọn D,Đáp án Đúng
CHƯƠNG 6,41,"Tìm phương án trả lời sai, tính lịch sử của tôn giáo thể hiện rõ ở đặc điểm nào?","Tôn giáo được hình thành, phát triền theo những giai đoạn lịch sử nhất định",Khi các điều kiện kinh tế- xã hội thay đổi thì tôn giáo cũng có sự thay đổi theo,Sự thay đổi của tôn giáo hoàn toàn không phụ thuộc vào sự thay đổi của điều kiện kinh tế- xã hội,Điều kiện kinh tế- xã hội thay đổi làm cho các tôn giáo cũng bị tách thành nhiều hệ phái khác nhau,Sự thay đổi của tôn giáo hoàn toàn không phụ thuộc vào sự thay đổi của điều kiện kinh tế- xã hội
CHƯƠNG 6,42,"Tìm đáp án sai, tính quần chúng của tôn giáo thể hiện?",Số lượng tín đồ của tôn giáo rất đông đảo,Các tôn giáo là nơi sinh hoạt văn hóa của một bộ phận quần chúng nhân dân,"Tôn giáo có tính nhân văn, nhân đạo và hướng thiện nên tôn giáo được nhiều người đặc biệt là quần chúng lao động tin theo",Các tôn giáo chỉ là nơi sinh hoạt văn hóa giành riêng cho giai cấp thống trị,Các tôn giáo chỉ là nơi sinh hoạt văn hóa giành riêng cho giai cấp thống trị
CHƯƠNG 6,43,Tính chính trị của tôn giáo xuất hiện khi:,Xã hội chưa có phân chia giai cấp,Xã hội đã có sự phân chia giai cấp,Xã hội không có sự bất công của phân chia giai cấp,Tất cả các đáp án,Xã hội đã có sự phân chia giai cấp
CHƯƠNG 6,44,"Nguyên tắc tôn trọng, bảo đảm quyền tự do tín ngưỡng và không tín ngường của nhân dân được hiểu như thế nào?","Cá nhân, tổ chức, chức sắc tôn giáo, tổ chức giáo hội được quyền can thiệp vào việc theo đạo, đổi đạo của người dân","Nhà nước ngăn cản tự do theo đạo, đổi đạo, bỏ đạo của người dân",Nhà nước cấm đoán nhu cầu tín ngưỡng của người dân,Nhà nước tôn trọng và bảo hộ các hoạt động tôn giáo bình thường nhằm thỏa mãn nhu cầu tín ngưỡng của người dân,Nhà nước tôn trọng và bảo hộ các hoạt động tôn giáo bình thường nhằm thỏa mãn nhu cầu tín ngưỡng của người dân
CHƯƠNG 6,45,"Theo chủ nghĩa Mác- Lênin, việc khắc phục những ảnh hưởng tiêu cực của tôn giáo phải gắn liền với quá trình cải tạo xã hội cũ, xây dựng xã hội mới như thế nào?",Là một quá trình lâu dài,Chỉ cần diễn ra trong thời gian ngắn,Dựa trên mối quan hệ ý thức xã hội quyết định tồn tại xã hội,Cần tách biệt khỏi mối quan hệ giữa tồn tại xã hội và ý thức xã hội,Là một quá trình lâu dài
CHƯƠNG 6,46,Nội dung cốt lõi của công tác tôn giáo là:,"Cưỡng chê, , ép buộc quân chúng",Chỉ bằng biện pháp hành chính,Công tác vận động quần chúng,Can thiệp vào tất cả các công việc nội bộ của các tôn giáo,Công tác vận động quần chúng
CHƯƠNG 6,47,"Tìm phương án sai, theo quan điểm của Chủ nghĩa Mác - Lênin:","Con người sáng tạo ra tôn giáo vì mục đích, lợi ích của họ","Tôn giáo phản ánh những ước mơ, nguyện vọng của con người",Con người là chủ thể sáng tạo ra tôn giáo nên không bị lệ thuộc vào tôn giáo,Con người sáng tạo ra tôn giáo nhưng lại bị lệ thuộc vào tôn giáo,Con người là chủ thể sáng tạo ra tôn giáo nên không bị lệ thuộc vào tôn giáo
CHƯƠNG 6,48,Chọn câu trả lời đúng ?,"Chủ nghĩa Mác - Lênin có thế giới quan duy tâm, các tôn giáo có thế giới quan duy vật","Các tôn giáo có thế giới quan duy tâm, có sự khác biệt với thế giới quan duy vật biện chứng của chủ nghĩa Mác - Lênin",Cả chủ nghĩa Mác - Lênin và tôn giáo đều mang thế giới quan duy vật,Cả chủ nghĩa Mác- Lênin và tôn giáo đều mang thế giới quan duy tâm,"Các tôn giáo có thế giới quan duy tâm, có sự khác biệt với thế giới quan duy vật biện chứng của chủ nghĩa Mác - Lênin"
CHƯƠNG 6,49,Nguồn gốc tự nhiên và kinh tế - xã hội của tôn giáo là gì?,Do lực lượng sản xuất chưa phát triển,"Do con người cảm thấy yểu đuối, bất lực trước sự tác động của thiên nhiên",Do sự bất lực của con người trước những bất công xã hội,Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 6,50,Nguon goc nhin thirc cia ton giao la gi?,Do nhận thức của con người đạt đến trình độ cao,Do nhận thức của con người có thể lý giải được xã hội,Do nhận thức của con người có thể lý giải được giới tự nhiên,Do nhận thức của con người có giới hạn chưa giải thích được sự phong phú của thế giới,Do nhận thức của con người có giới hạn chưa giải thích được sự phong phú của thế giới
CHƯƠNG 6,51,Nội dung chính trị trong chính sách dân tộc của Đảng và nhà nước ta là gì?,"Thực hiện bình đẳng, đoàn kết, tôn trọng, giúp nhau cùng phát triên giữa các dân tộc",Chủ trương phát triển văn hóa là nền tảng quan trọng nhất thực hiện chính sách dân tộc,Ưu tiên phát triển tâm lý đặc thù của mỗi dân tộc theo hướng tự nhiên không cần định hướng,Tất cả các đáp án,"Thực hiện bình đẳng, đoàn kết, tôn trọng, giúp nhau cùng phát triên giữa các dân tộc"
CHƯƠNG 6,52,"Ở Việt Nam: Thờ cúng Tổ tiên, Thờ anh hùng dân tộc, Thờ Mẫu, Thờ Thành hoàng làng thuộc về loại hình nào?",Tín ngưỡng,Tôn giáo,Mê tín,Mê tín dị đoan,Tín ngưỡng
CHƯƠNG 6,53,Quan điểm của nhà nước xã hội chủ nghĩa khi giải quyết vấn đề tôn giáo như thế nào?,"Tạo điều kiện cho cá nhân, tổ chức tôn giáo được phép xâm phạm vào quyền tự do tín ngưỡng tôn giáo của nhân dân",Tôn trọng và bảo hộ các hoạt động của tôn giáo bình thường nhằm thoa mãn nhu cầu tín ngưỡng của người dân,"Ngăn cản tự do theo đạo, đổi đạo, bỏ đạo",Tất cả các đáp án,Tôn trọng và bảo hộ các hoạt động của tôn giáo bình thường nhằm thoa mãn nhu cầu tín ngưỡng của người dân
CHƯƠNG 6,54,Đâu không phải là quan điểm của nhà nước xã hội chủ nghĩa trong việc giải quyết vấn đề tôn giáo?,Tôn trọng và bảo hộ các hoạt động tôn giáo bình thường nhằm thoa mãn nhu cầu tín ngưỡng của người dân,"Ngăn cản tự do theo đạo, đổi đạo, bỏ đạo hoặc đe dọa, bắt buộc người dân phải theo đạo",Không cho bất cứ ai can xâm phạm quyền tự do tín ngưỡng tôn giáo của nhân,Không cấm đoán nhu cầu tín ngưỡng tôn giáo của người dẫn,"Ngăn cản tự do theo đạo, đổi đạo, bỏ đạo hoặc đe dọa, bắt buộc người dân phải theo đạo"
CHƯƠNG 6,55,"Ở Việt Nam, những tôn giáo nào tôn giáo du nhập từ bên ngoài?","Phật giáo, Cao Đài, Hòa Hảo, Công giáo","Phật giáo, Công giáo, Hồi giáo, Tin lành","Phật giáo, Tin lành, Cao Đài, Công giáo","Phật giáo, Công giáo, Hồi giáo, Hòa Hảo","Phật giáo, Công giáo, Hồi giáo, Tin lành"
CHƯƠNG 6,56,"Ở Việt Nam, ở những tôn giáo nào là tôn giáo nội sinh ?","Cao Đài, Hoà Hảo","Phật giáo, Cao Đài","Công giáo, Hòa Hảo","Phật giáo, Công giáo, Tin lành","Cao Đài, Hoà Hảo"
CHƯƠNG 6,57,Nguồn gốc tâm lý của tôn giáo là gì?,"Con người sợ hãi trước những hiện tượng tự nhiên, xã hội",Con người muốn được bình yên khi làm một việc lớn,"Con người muốn thể hiện lòng biết ơn đối với những người có công với nước, với dân",Tất cả các đáp án,"Con người sợ hãi trước những hiện tượng tự nhiên, xã hội"
CHƯƠNG 6,59,Mê tín dị đoan là gì?,"Niềm tin của con người vào các lực lượng siêu nhiên, thần thánh đến mức độ mê muội, cuồng tín đến những hành vi cực đoan, sai lệch quá mức gây tốn hại",Niềm tin đúng đắn của con người vào các lực lượng siêu nhiên và mang lại kết quả tốt đẹp cho con người,Là niềm tin dựa trên một cơ sở khoa học đúng đắn,"Là những suy đoán hành động, đúng phù hợp với những chuẩn mực trong cuộc sống","Niềm tin của con người vào các lực lượng siêu nhiên, thần thánh đến mức độ mê muội, cuồng tín đến những hành vi cực đoan, sai lệch quá mức gây tốn hại"
CHƯƠNG 6,59,Tính chính trị của tôn giáo có đặc điểm nào?,Xuất hiện khi xã hội chưa có phân chia giai cấp,Các thế lực chính trị - xã hội không bao giờ lợi dụng tôn giáo để thực hiện mục đích chính trị của mình,Giai cấp thống trị sử dụng tôn giáo để phục vụ lợi ích của mình,Tôn giáo không thể phân ánh lợi ích của các giai cấp trong cuộc đấu tranh giai cấp,Giai cấp thống trị sử dụng tôn giáo để phục vụ lợi ích của mình
CHƯƠNG 6,60,Tìm đáp án đúng về quan điểm của chủ nghĩa Mác - Lênin trong việc giải quyết vấn đề dân tộc?,Các dân tộc có quyền tự do can thiệp vào công việc nội bộ của các dân tộc khác,"Phải ủng hộ chủ nghĩa phân biệt chủng tộc, chủ nghĩa dân tộc cực đoan",Tất cả các đáp án,Các dân tộc đều có quyền lợi và nghĩa vụ ngang nhau,Các dân tộc đều có quyền lợi và nghĩa vụ ngang nhau
CHƯƠNG 7,1,Phương hướng để xây dựng gia đình Việt Nam hiện nay là:,Kế thừa và phát huy các giá trị tốt đẹp của gia đình truyền thống,Phủ định sạch trơn các giá trị của gia đình truyền thống,Kết thừa tất cả các đặc điểm của gia đình truyền thống,Tất cả các đáp án,Kế thừa và phát huy các giá trị tốt đẹp của gia đình truyền thống
CHƯƠNG 7,2,Để xây dựng gia đình văn hóa hiện nay cần phải:,"Tăng cường sự lãnh đạo của Đảng, nâng cao nhận thức của xã hội về xây dựng và phát triển gia đình","Đẩy mạnh phát triển kinh tế- xã hội, nâng cao đời sống vật chất cho hộ gia đình","Kế thừa những giá trị của gia truyền thống, đồng thời tiếp thu những tiến bộ của nhân loại về gia đình",Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 7,3,Để xây dựng gia đình văn hóa hiện đại cần phải:,Không quá coi trọng việc nâng cao đời sống vật chất của gia đình,Kế thừa tất cả các đặc điểm của gia đình truyền thống,Tiếp thu tất cả đặc điểm của gia đình phương Tây,"Tăng cường sự lãnh đạo của Đảng, nâng cao nhận thức cho người dân về xây dựng gia đình văn hóa","Tăng cường sự lãnh đạo của Đảng, nâng cao nhận thức cho người dân về xây dựng gia đình văn hóa "
CHƯƠNG 7,4,Xây dựng gia đình văn hoa ở Việt Nam hiện nay nhăm mục đích:,Kế thừa tất cả những đặc điêm của văn hóa gia đình truyền thống,Kế thừa tất cả những đặc điểm của văn hóa gia đình nhân loại,Kế thừa có chọn lọc văn hóa gia đình truyền thống và văn hóa gia đình nhân loại,Tất cả các đáp án,Kế thừa có chọn lọc văn hóa gia đình truyền thống và văn hóa gia đình nhân loại
CHƯƠNG 7,5,Mô hình gia đình nào đang trở nên rất phổ biến và chiếm đa số ở Viêt Nam hiện nay!,Gia đình hạt nhân với hai thế hệ,Gia đình mở rộng với ba thế hệ,Gia đình mở rộng với bốn thế hệ,Tất cả các đáp án,Gia đình hạt nhân với hai thế hệ
CHƯƠNG 7,6,Đặc điểm nổi bật nhất của gia đình truyền thống ở Việt Nam là?,Tư tưởng phải sinh bằng được con trai để nối dõi tông đường,Coi con trai và con gái như nhau,Con gái được trao nhiều quyền hơn con trai,Con gái được bố mẹ phân chia tài sản nhiều hơn con trai,Tư tưởng phải sinh bằng được con trai để nối dõi tông đường
CHƯƠNG 7,7,Đặc điểm cơ bản trong sự biến đổi của gia đình Việt Nam hiện nay?,Quy mô gia đình có xu hướng nhỏ hơn so với trước kia,Sự bình đẳng nam nữ được đề cao hơn,Kinh tế gia đình chuyển từ kinh tế tự cấp tự túc thành kinh tế hàng hóa với quy mô lớn hơn,Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 7,8,Gia đình Việt Nam có những biến đổi nào trong thời kỳ quá độ lên chủ nghĩa xã hội?,"Biến đổi quy mô, kết cấu của gia đình",Biến đổi các chức năng của gia đình,Biến đổi chức năng kinh tế và tổ chức tiêu dùng,Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 7,9,Biến đổi trong văn hóa gia đình ở Việt Nam hiện nay là:,Gia tăng tình trạng người già bị cô đơn,"Gia tăng tình trạng ly hôn, ly thân, ngoại tình",Gia tăng tình trạng trẻ em sống ích kỷ,Tất cả các đáp an,Tất cả các đáp an
CHƯƠNG 7,10,Gia đình Việt Nam không có những biến đổi nào trong thời kỳ quá độ lên chủ nghĩa xã hội?,"Biến đổi quy mô, kết cấu của gia đình",Biến đổi các chức năng của gia đình,Biến đổi chức năng kinh tế và tô chức tiêu dùng,Tất cả phương án đều sai,Tất cả phương án đều sai
CHƯƠNG 7,11,Cơ sở hình thành gia đình dựa trên mối quan hệ cơ bản nào?,Quan hệ hôn nhân và quan hệ kinh tế,Quan hệ hôn nhân và quan hệ văn hóa,Quan hệ huyết thống và quan hệ kinh tế,Quan hệ hôn nhân và quan hệ huyết thống,Quan hệ hôn nhân và quan hệ huyết thống
CHƯƠNG 7,12,Đặc điểm của quan hệ huyết thống là gì?,Là quan hệ giữa những người cùng dòng máu,Là quan hệ giữa những người cùng sở hữu tư liệu sản xuất,Là quan hệ giữa những người cùng tôn giáo,Là quan hệ giữa những người cùng văn hóa,Là quan hệ giữa những người cùng dòng máu
CHƯƠNG 7,13,Gia đình có đặc điểm gì?,"Là tổ ấm, mang lại các giá trị hạnh phúc",Là cầu nối giữa cá nhân và xã hội,Tất cả các đáp án,Mang lại sự hài hòa trong đời sống cá nhân của mỗi thành viên,Tất cả các đáp án
CHƯƠNG 7,14,"Trong xã hội phong kiến, gia đình có đặc trưng gì?",Quan hệ gia đình bình đắng,Quan hệ gia đình gia trưởng,Địa vị của người phụ nữ được đề cao,Tất cả các đáp án,Quan hệ gia đình gia trưởng
CHƯƠNG 7,15,Nội dung cơ bản của xây dựng gia đình trong chủ nghĩa xã hội như thế nào?,Xây dựng gia đình một vợ một chồng theo nguyên tắc gia trưởng,Xây dựng gia đình theo hình thức mẫu hệ,Xây dựng gia đình theo hình thức phụ hệ,"Xây dựng gia đình một vợ một chồng, thực hiện bình đẳng, giải phóng phụ nữ","Xây dựng gia đình một vợ một chồng, thực hiện bình đẳng, giải phóng phụ nữ "
CHƯƠNG 7,16,Chức năng tái sản xuất ra con người có vai trò gì?,"Đáp ứng nhu cầu tâm sinh lý, duy trì tình cảm gia đình","Đáp ứng nhu cầu duy trì nòi giống của gia đình, dòng họ",Đáp ứng nhu cầu về sức lao động và sự trường tồn của xã hội,Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 7,17,"Trong gia đình, việc đáp ứng nhu cầu duy trì nòi giống của gia đình, dòng họ là nội dung thuộc về chức năng nào?","Chức năng nuôi dưỡng, giáo dục",Chức năng tái sản xuất ra con người,Chức năng kinh tế,Chức năng tổ chức và tiêu dùng,Chức năng tái sản xuất ra con người
CHƯƠNG 7,18,"Đâu là cơ sở, nền tảng hình thành nên các mối quan hệ khác trong gia đình, là cơ sở pháp lý cho sự tồn tại của mỗi gia đình?",Quan hệ kinh tế,Quan hệ văn hóa,Quan hệ hôn nhân,"Quan hệ tôn giáo, tín ngưỡng",Quan hệ hôn nhân
CHƯƠNG 7,19,Nội dung cơ bản của xây dựng gia đình trong chú nghĩa xã hội như thế nào?,"Bảo vệ chế độ hôn nhân một vợ một chồng, thực hiện bình dẳng trong gia đình","Chỉ tập trung xây dựng mô hình gia đinh hạt nhân, bảo vệ chế độ hôn nhân một vợ một chồng","Chỉ tập trung xây dựng mô hình gia đình mở rộng, thực hiện đoàn kết hòa thuận giữa các thành viên trong gia đình",Xây dựng gia đình một vợ một chồng theo nguyên tắc gia trưởng,"Bảo vệ chế độ hôn nhân một vợ một chồng, thực hiện bình dẳng trong gia đình "
CHƯƠNG 7,20,"Trong chủ nghĩa xã hội, việc xóa bỏ chế độ tư hữu về tư liệu sản xuất có vai trò gì?",Xóa bỏ nguồn gốc gây nên tình trạng thống trị của người đàn ông trong gia đình,Duy trì tình trạng gia trưởng chuyên quyền trong gia đình,Tạo diều kiện để duy trì và phát triển tư tưởng trọng nam khinh nữ,Xóa bỏ tính bình đẳng giữa các thành viên trong gia đình,Xóa bỏ nguồn gốc gây nên tình trạng thống trị của người đàn ông trong gia đình
CHƯƠNG 7,21,"Trong gia đình, một trong những biện pháp quan trọng nhất để xóa bỏ tình trạng bất công đối với phụ nữ là gì?",Duy trì chế độ tư hữu về tư liệu sản xuất,"Duy trì, mở rộng chế độ công hữu về tư liệu sản xuất",Xóa bỏ chế độ công hữu về tư liệu sản xuất,Tất cả các đáp án,"Duy trì, mở rộng chế độ công hữu về tư liệu sản xuất "
CHƯƠNG 7,22,Đâu không phải là đặc điểm của gia đình văn hóa?,"Mọi thành viên trong gia đình đều yêu thương, tương trợ, giúp đỡ lẫn nhau",Các thành viên trong gia đình ứng xử với nhau theo nguyên tắc gia trưởng,Gia đình thực hiện tốt việc tương trợ giúp đỡ cộng đồng,Gia đình chấp hành nghiêm túc mọi quy định của pháp luật,Các thành viên trong gia đình ứng xử với nhau theo nguyên tắc gia trưởng
CHƯƠNG 7,23,Đâu không phải là đặc điểm trong gia đình văn hóa?,Vợ và chồng đều có quyền lợi và nghĩa vụ ngang nhau về mọi vấn đề trong cuộc sống gia đình,Hôn nhân một vợ một chồng,"Chồng đối xử với vợ theo nguyên tắc gia trưởng, chuyên quyền",Vợ và chồng được tự do lựa chọn những vấn đề riêng chính đáng,"Chồng đối xử với vợ theo nguyên tắc gia trưởng, chuyên quyền "
CHƯƠNG 7,24,Vấn đề bình đẳng nam nữ được đề cao hơn trong mô hình gia đình nào?,Gia đình mở rộng với ba thế hệ,Gia đình mở rộng với bốn thế hệ,Gia đình truyền thống,Gia đình hạt nhân,Gia đình hạt nhân
CHƯƠNG 7,25,Đặc điểm nổi bật của gia đình truyền thống ở Việt Nam trước đây là?,"Nam giới là trụ cột, mọi quyền lực trong gia đình đều thuộc về người dàn ông","Phụ nữ là trụ cột, mọi quyền lực trong gia đình đều thuộc về người dàn bà",Nam giới và phụ nữ đều có quyền lực và nghĩa vụ ngang nhau,Tât cả các đáp án,"Nam giới là trụ cột, mọi quyền lực trong gia đình đều thuộc về người dàn ông "
CHƯƠNG 7,26,Cơ sở chính trị để xây dựng gia đình trong thời kỳ quá độ lên chủ nghĩa xã hội là:,Thiết lập chính quyền nhà nước của giai cấp công nhân và dân dân lao động làm chủ,Thiết lập chính quyền nhà nước của giai cấp tư sản,Thiết lập chính quyền nhà nước chi phục vụ cho lợi ích của thiểu số,Thiết lập chính quyền nhà nước không phục vụ lợi ích của đa số,Thiết lập chính quyền nhà nước của giai cấp công nhân và dân dân lao động làm chủ
CHƯƠNG 7,27,Cơ sở chính trị để giải phóng phụ nữ trong gia đình là:,Nhà nước chiếm hữu nô lệ,Nhà nước chủ nô,Nhà nước phong kiến,Nhà nước xã hội chủ nghĩa,Nhà nước xã hội chủ nghĩa
CHƯƠNG 7,28,Hôn nhân tiến bộ có đặc điểm gì ?,Hôn nhân tự nguyện của hai người,Hôn nhân xuất phát chỉ từ lợi ích vật chất,Hôn nhân xuất phát từ việc áp đặt của cha mẹ đối với con cái không dựa trên tình cảm đối lứa,Hôn nhân xuất phát từ việc áp đặt của cha mẹ đối với con cái và vì lợi ích vật chất,Hôn nhân tự nguyện của hai người
CHƯƠNG 7,29,Hôn nhân tự nguyện có đặc điểm gì ?,"Đảm bảo cho nam nữ có quyền tự do trong việc lựa chọn người kết hôn, không chấp nhận sự áp đặt của cha mẹ","Đảm bảo tuyệt đối cho nam nữ có quyền tự do trong việc kết hôn và không cần tham khảo ý kiến của cha mẹ, người thân xung quanh",Là đặc trưng chủ yếu trong thời phong kiến,"Bác bỏ mọi sự góp ý, chia sẻ kinh nghiệm của cha mẹ đối với con cái","Đảm bảo cho nam nữ có quyền tự do trong việc lựa chọn người kết hôn, không chấp nhận sự áp đặt của cha mẹ "
CHƯƠNG 7,30,Hôn nhân tiến bộ có đặc điểm gì?,Bao hàm cả quyền tự do ly hôn khi tình yêu giữa nam và nữ không còn nữa,Khuyến khích ly hôn trong mọi trường hợp,"Cho rằng ly hôn không để lại hậu quả, hệ lụy cho bất kỳ ai","Khuyến khích ly hôn trong mọi trường hợp và cho rằng ly hôn không để lại hậu quả, hệ lụy cho bất kỳ ai",Bao hàm cả quyền tự do ly hôn khi tình yêu giữa nam và nữ không còn nữa
CHƯƠNG 7,31,Gia đình văn hóa có tiêu chí gì?,"No ấm, tiến bộ, bình đẳng, hạnh phúc","No ẩm, gia trưởng","No ấm. gia trưởng, hạnh phúc","No ấm, trọng nam khinh nữ","No ấm, tiến bộ, bình đẳng, hạnh phúc "
CHƯƠNG 7,32,Gia đình văn hóa có đặc điểm gì?,Gia đình lưu giữ nhiều phong tục tập quán lạc hậu,Gia đình lưu giữ nhiều phong tục tập quán tiến bộ,Gia đình không tham gia vào các hoạt động xã hội cùng địa phương,Gia đình không đón nhận những giá trị văn hóa mới tiến bộ,Gia đình lưu giữ nhiều phong tục tập quán tiến bộ
CHƯƠNG 7,33,Gia đình văn hóa có đặc điểm gì?,Là gia đình không có tôn ti trật tự,Là môi trường tốt nhất để hình thành nuôi dưỡng nhân cách con người,Là gia đình chứa dựng các phong tục tập quán lạc hậu,Là gia đình không lưu giữ các nét văn hóa truyền thống,Là môi trường tốt nhất để hình thành nuôi dưỡng nhân cách con người
CHƯƠNG 7,34,Đâu không phải là nhiệm vụ cần thực hiện trong phong trào xây dựng gia dình văn hóa?,"Chạy theo bệnh thành tích, không cần dựa trên kết quả thực chất của gia đình","Việc bình xét phải dựa trên tiêu chí thống nhất, nguyên tắc công bằng, dân chủ",Cần phải mở rộng mô hình xây dựng gia đình văn hóa đến mọi khu vực,Coi trọng việc xây dựng phong trào gia đình văn hóa,"Chạy theo bệnh thành tích, không cần dựa trên kết quả thực chất của gia đình "
CHƯƠNG 7,35,"Xây dụng gia đình mới ở Việt Nam hiện nay phải kế thừa, phát giá trị nào của gia đình truyền thống?",Tính gia trưởng,Sự cố kết chặt chẽ giữa các thành viên,Coi trọng vai trò của nam giới,Tất cả các đáp án,Sự cố kết chặt chẽ giữa các thành viên
CHƯƠNG 7,36,"Phong trào xây dụng gia đình văn hóa ở Việt Nam được phát động lần đầu tiên ở đâu, khi nào?",Vào những năm 60 của thế kỷ XX tại tỉnh Hưng Yên,Vào những năm 80 của thế kỷ XX tại tỉnh Hưng Yên,Vào những năm 60 của thế kỷ XX tại thành phố Hà Nội,Vào những năm 60 của thể kỷ XX tại tỉnh Nam Định,Vào những năm 60 của thế kỷ XX tại tỉnh Hưng Yên
CHƯƠNG 7,37,Phương hướng để vây dựng gia đình Việt Nam hiện nay là:,Tìm ra những hạn chế và tiền tới khắc phục những hủ tục của gia đình truyền thống,Phủ dịnh sạch trơn các giá trị của gia đình truyền thống,Kế thừa tất cả các đặc điểm của gia đình truyền thống,Tất cả các đáp án,Tìm ra những hạn chế và tiền tới khắc phục những hủ tục của gia đình truyền thống
CHƯƠNG 7,38,Quan hệ quan trọng nhất đề xác định vị trí các thành viên trong gia đìnhlà:,Hôn nhân,Huyết thống,Không có đáp án đúng,Tình cảm,Hôn nhân
CHƯƠNG 7,39,Hình thức gia đình nào hình thành sớm nhất trong lịch sử:,Gia đình một vợ một chồng,Gia đình mẫu hệ,Gia đình phụ hệ,Tất cả các đáp án,Gia đình mẫu hệ
CHƯƠNG 7,40,"""Gia đình là tế bào của xã hội"" muốn nhấn mạnh tới:",Vai trò quan trọng của gia đình đối với xã hội,Tính chất của gia đình,Hoàn cảnh của gia đình,Tất cả cá phương án đều sai,Vai trò quan trọng của gia đình đối với xã hội
CHƯƠNG 7,41,"Trong gia đình hiện đại, sự bền vững của hôn nhân phụ thuộc vào các yếu tố nào?","Gia đình đông con, phải có con trai nối dõi",Gia đình ít con và có tiềm lực kinh tế mạnh,"Phụ thuộc vào tâm lý, tình cảm, kinh tế",Chỉ cần dựa trên tiềm lực kinh tế mạnh,"Phụ thuộc vào tâm lý, tình cảm, kinh tế "
CHƯƠNG 7,42,"Tìm phương án sai, xây dựng gia đình văn hóa hiện nay nhằm mục đích:",Khắc phục những tiêu cực trong gia văn hóa gia đình truyền thống,Kế thừa và phát huy những giá trị tích cực của văn hóa gia đình truyền thống,Kế thừa những giá trị tích cực trong văn hóa gia đình của nhân loại,Kế thừa tất cả các đặc điểm trong văn hóa gia đình của nhân loại,Kế thừa tất cả các đặc điểm trong văn hóa gia đình của nhân loại
CHƯƠNG 7,43,"Điền vào chỗ trống, theo chủ tịch Hồ Chí Minh: ""Nhiều ... cộng lại mới thành ..., gia đình tốt thì xã hội mới tốt""","Gia đình, xã hội","Xã hội, gia đình","Cá nhân, tổ chức","Tổ chức, cá nhân","Gia đình, xã hội "
CHƯƠNG 7,44,"Điền vào chỗ trống, theo chủ tịch Hồ Chí Minh: ""Hạt nhân của xã hội chính là...” ？",Cá nhân,Gia đình,Tố chức,Xã hội,Gia đình
CHƯƠNG 7,45,"Để mỗi cá nhân phát triển toàn diện, chúng ta cần phải làm gì?",Coi trọng giáo của dục gia đình hơn giáo dục của xã hội,Coi trọng giáo dục xã hội hơn giáo dục của gia đình,Coi trọng cả giáo dục gia đình và giáo dục của xã hội,Cho rằng các nội dung đạo đức giáo dục gia đình không có mối quan hê với giáo dục xã hội,Coi trọng cả giáo dục gia đình và giáo dục của xã hội
CHƯƠNG 7,46,Cha mẹ cần làm gì đối với hôn nhân của con cái?,Áp đặt hôn nhân của con theo ý muôn chủ quan của mình mà không cần tìm hiểu suy nghĩ của con,Tôn trọng tuyệt đối sự lựa chọn của con cái và không có sự khuyên bảo,"Quan tâm, hướng dẫn giúp đỡ con cái có nhận thức đúng, có trách nhiệm trong việc kết hôn",Áp đặt hôn nhân của con hoặc không bao giờ khuyên bảo,"Quan tâm, hướng dẫn giúp đỡ con cái có nhận thức đúng, có trách nhiệm trong việc kết hôn "
CHƯƠNG 7,47,Đặc điểm nào không thuộc về xu hướng biến đổi của gia đình Việt Nam hiện nay?,Tất cả các gia đình đều coi trọng việc phải có con trai nối dõi,Không nhất thiết phải sinh thật nhiều con,"Con trai và con gái đều được nuôi dưỡng, coi trọng như nhau",Nếu sinh ít thì con cái được hưởng nhiều điều kiện nuôi dưỡng tốt nhất,Tất cả các gia đình đều coi trọng việc phải có con trai nối dõi
CHƯƠNG 7,48,Nhân tố quan trọng đang tác động đến biến đổi văn hóa gia đình ở Việt Nam hiện nay?,Nền kinh tế thị trường định hướng xã hội chủ nghĩa,"Công nghiệp hóa, hiện đại hóa","Xu hướng toàn cầu hóa, quốc tế hóa",Tất cả các đáp án,Tất cả các đáp án
CHƯƠNG 7,49,Mặt tích cực của kinh tế thị trường và xu hướng toàn cầu hóa đang tác động đến gia đình Việt Nam hiện nay như thế nào?,"Làm cho đời sống vật chất của các gia đình được nâng cao, các thành viên được thừa hưởng tinh hoa văn hóa tốt đẹp của nhân loại",Lối sống gia trưởng có điều kiện phát triển,Tư tưởng trọng nam khinh nữ ngày càng phổ biến trong gia đình,Tất cả các đáp án,"Làm cho đời sống vật chất của các gia đình được nâng cao, các thành viên được thừa hưởng tinh hoa văn hóa tốt đẹp của nhân loại "
CHƯƠNG 7,50,Biến đổi quan trọng trong văn hóa gia đình ở Việt Nam hiện nay là gì?,Các gia đình đều mang nặng tư tưởng trọng nam khinh nữ,Các gia đình đều quan niệm nhất thiết phải sinh được con trai để nối dõi tông đường,Các mối quan hệ trong gia đình dã bình đẳng hơn,Các thành viên trong gia đình đều ứng xử theo nguyên tắc gia trưởng,Các mối quan hệ trong gia đình dã bình đẳng hơn
